Age group,State,City,Location,Activity,Duration,Budget,Rating
31-35,Colorado,Boulder,Boulder Creek Path,Boating,9,1446,2
31-35,Illinois,Chicago,Willis Tower,Hiking,13,2513,1
66-70,Oregon,Portland,Portland Japanese Garden,Theme Parks,3,851,1
26-30,Florida,Orlando,Universal Studios,Museum,14,2006,3
41-45,Michigan,Ann Arbor,University of Michigan,Sightseeing,9,1955,1
61-65,New York,New York City,Empire State Building,Theme Parks,14,3856,2
41-45,New York,New York City,Empire State Building,Sightseeing,8,1603,5
41-45,Nevada,Las Vegas,Red Rock Canyon,Museum,3,711,4
36-40,Massachusetts,Cambridge,Harvard University,Theme Parks,5,944,3
51-55,Michigan,Ann Arbor,University of Michigan,Visit Historical Sites,1,246,3
41-45,Florida,Miami,Miami Beach,Boating,12,2052,4
36-40,New York,New York City,Empire State Building,Boating,7,1634,5
21-25,Massachusetts,Boston,Freedom Trail,Visit Historical Sites,9,1475,2
41-45,California,San Francisco,Golden Gate Bridge,Theme Parks,7,1500,1
66-70,Nebraska,Omaha,Henry Doorly Zoo,Hiking,14,3226,5
31-35,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Museum,4,636,1
36-40,Indiana,Indianapolis,Indianapolis Motor Speedway,Visit Historical Sites,6,1086,5
36-40,Michigan,Detroit,The Detroit Institute of Arts,Visit Historical Sites,9,2034,3
61-65,Texas,Austin,Zilker Metropolitan Park,Boating,3,823,4
66-70,Illinois,Springfield,Lincoln Home National Historic Site,Theme Parks,12,2885,4
31-35,Colorado,Boulder,Boulder Creek Path,Theme Parks,14,2135,3
51-55,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Hiking,2,556,1
36-40,Michigan,Detroit,The Detroit Institute of Arts,Museum,10,2324,1
61-65,New York,Buffalo,Buffalo Zoo,Theme Parks,8,2152,2
66-70,Nebraska,Omaha,Henry Doorly Zoo,Boating,9,2507,4
31-35,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,11,1892,3
46-50,Washington,Spokane,Manito Park,Theme Parks,12,2935,4
36-40,Florida,Miami,Miami Beach,Boating,5,880,3
61-65,Nevada,Las Vegas,The Strip,Visit Historical Sites,11,2899,5
56-60,Massachusetts,Boston,Fenway Park,Theme Parks,3,637,5
66-70,Illinois,Chicago,Millennium Park,Boating,13,4061,3
41-45,Indiana,Bloomington,Monroe Lake,Theme Parks,10,2185,2
36-40,Nevada,Las Vegas,The Strip,Hiking,7,1256,5
61-65,Illinois,Springfield,Lincoln Home National Historic Site,Theme Parks,2,618,3
41-45,Oregon,Eugene,Mount Pisgah,Sightseeing,1,229,1
41-45,Michigan,Ann Arbor,University of Michigan,Hiking,4,676,3
66-70,Iowa,Des Moines,Iowa State Capitol,Museum,10,2769,1
41-45,Tennessee,Nashville,Grand Ole Opry,Museum,4,863,1
26-30,Oregon,Portland,Portland Japanese Garden,Visit Historical Sites,9,1633,5
36-40,New York,Buffalo,Niagara Falls,Hiking,6,1224,1
56-60,Colorado,Boulder,Boulder Creek Path,Museum,7,1632,4
21-25,Michigan,Detroit,The Detroit Institute of Arts,Sightseeing,3,471,4
56-60,Massachusetts,Boston,Fenway Park,Theme Parks,8,2068,3
21-25,Florida,Orlando,Universal Studios,Sightseeing,11,1883,1
66-70,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Museum,3,974,3
41-45,Arizona,Grand Canyon Village,Grand Canyon,Boating,5,1118,3
61-65,New York,New York City,Central Park,Sightseeing,8,2294,1
61-65,Nevada,Las Vegas,The Strip,Boating,7,1840,1
36-40,Colorado,Denver,Rocky Mountain National Park,Theme Parks,3,642,2
61-65,Colorado,Boulder,Boulder Creek Path,Museum,10,2670,1
21-25,Illinois,Springfield,Lincoln Home National Historic Site,Sightseeing,1,155,2
36-40,Illinois,Chicago,Willis Tower,Visit Historical Sites,2,323,1
66-70,Arizona,Phoenix,Desert Botanical Garden,Hiking,2,585,1
26-30,Illinois,Chicago,Millennium Park,Sightseeing,2,372,3
61-65,Indiana,Bloomington,Monroe Lake,Theme Parks,9,2674,5
56-60,Michigan,Detroit,The Detroit Institute of Arts,Museum,11,2423,5
31-35,Nebraska,Omaha,Henry Doorly Zoo,Visit Historical Sites,9,1527,4
56-60,Nebraska,Omaha,Henry Doorly Zoo,Hiking,14,3519,5
66-70,New Mexico,Albuquerque,Sandia Peak Tramway,Museum,5,1209,2
26-30,Arizona,Grand Canyon Village,Grand Canyon,Museum,6,1173,3
31-35,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,11,2345,3
66-70,Illinois,Springfield,Lincoln Home National Historic Site,Boating,3,824,1
46-50,Indiana,Indianapolis,Indianapolis Motor Speedway,Museum,14,2686,3
46-50,Tennessee,Nashville,Grand Ole Opry,Boating,6,1421,5
41-45,Nebraska,Lincoln,Sunken Gardens,Visit Historical Sites,12,2466,1
31-35,Texas,Houston,Houston Zoo,Boating,1,214,1
56-60,Tennessee,Memphis,Graceland,Museum,9,2075,4
61-65,Illinois,Chicago,Millennium Park,Hiking,7,1843,2
46-50,New York,Buffalo,Niagara Falls,Sightseeing,7,1642,4
56-60,Florida,Orlando,Walt Disney World,Boating,14,3863,5
51-55,Texas,Houston,Houston Zoo,Museum,5,1411,5
61-65,Texas,Dallas,The Sixth Floor Museum,Museum,14,3356,2
21-25,New Mexico,Albuquerque,Sandia Peak Tramway,Boating,7,978,1
56-60,California,San Diego,Balboa Park,Visit Historical Sites,12,2919,3
36-40,Oregon,Portland,Portland Japanese Garden,Sightseeing,3,667,4
41-45,New York,Buffalo,Niagara Falls,Museum,8,1425,1
21-25,Oregon,Portland,Portland Japanese Garden,Boating,11,1357,3
46-50,Illinois,Springfield,Lincoln Home National Historic Site,Theme Parks,3,777,1
36-40,Massachusetts,Cambridge,Harvard University,Sightseeing,2,449,2
66-70,New York,New York City,Empire State Building,Visit Historical Sites,11,2852,3
61-65,Florida,Orlando,Walt Disney World,Sightseeing,7,2237,2
26-30,New York,Buffalo,Buffalo Zoo,Hiking,1,163,1
56-60,Nevada,Las Vegas,The Strip,Hiking,11,2989,4
31-35,Colorado,Boulder,Boulder Creek Path,Hiking,8,1401,1
51-55,Arizona,Phoenix,Desert Botanical Garden,Theme Parks,12,3008,5
66-70,Texas,Houston,Space Center,Visit Historical Sites,5,1405,5
66-70,Nebraska,Lincoln,Sunken Gardens,Boating,7,1680,1
31-35,Michigan,Detroit,The Detroit Institute of Arts,Sightseeing,4,660,1
66-70,California,Los Angeles,Hollywood,Museum,5,1685,4
21-25,Tennessee,Nashville,Grand Ole Opry,Boating,14,1912,2
51-55,Michigan,Ann Arbor,University of Michigan,Museum,14,2774,5
36-40,Texas,Houston,Houston Zoo,Hiking,6,1060,5
56-60,Colorado,Denver,Rocky Mountain National Park,Sightseeing,14,3123,4
51-55,Tennessee,Memphis,Graceland,Boating,9,1930,1
61-65,Massachusetts,Cambridge,Harvard University,Hiking,7,2093,3
66-70,Tennessee,Nashville,Grand Ole Opry,Boating,4,979,3
31-35,Indiana,Indianapolis,Indianapolis Motor Speedway,Theme Parks,11,1648,4
36-40,New York,Buffalo,Niagara Falls,Boating,9,1963,4
26-30,Florida,Miami,Everglades,Museum,13,2394,1
21-25,Tennessee,Nashville,Grand Ole Opry,Museum,9,1586,2
61-65,California,San Francisco,Alcatraz Island,Hiking,11,3047,2
36-40,Massachusetts,Boston,Fenway Park,Hiking,7,1190,5
61-65,Nebraska,Omaha,Henry Doorly Zoo,Theme Parks,5,1444,1
66-70,New York,Buffalo,Buffalo Zoo,Museum,3,709,3
41-45,Nevada,Las Vegas,Red Rock Canyon,Sightseeing,13,3109,2
31-35,California,San Francisco,Golden Gate Bridge,Museum,4,826,1
51-55,Florida,Miami,Miami Beach,Boating,12,2326,3
21-25,Indiana,Bloomington,Monroe Lake,Museum,10,1202,5
41-45,Colorado,Denver,Rocky Mountain National Park,Boating,11,2109,5
61-65,Massachusetts,Cambridge,Harvard University,Sightseeing,6,1912,5
31-35,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,9,1462,5
51-55,Massachusetts,Cambridge,Harvard University,Boating,3,669,5
36-40,Massachusetts,Boston,Freedom Trail,Boating,11,1762,1
61-65,Washington,Seattle,Pike Place Market,Museum,3,677,4
41-45,Tennessee,Nashville,Grand Ole Opry,Visit Historical Sites,6,1026,2
26-30,Arizona,Grand Canyon Village,Grand Canyon,Theme Parks,12,1760,5
31-35,Texas,Austin,The State Capitol,Visit Historical Sites,5,1020,1
51-55,Michigan,Detroit,The Detroit Institute of Arts,Museum,14,3321,2
21-25,California,San Francisco,Golden Gate Bridge,Visit Historical Sites,10,1424,4
66-70,Massachusetts,Boston,Freedom Trail,Hiking,1,289,1
36-40,Nebraska,Omaha,Henry Doorly Zoo,Theme Parks,10,1845,5
66-70,Nevada,Reno,Lake Tahoe,Boating,8,2310,3
61-65,Tennessee,Memphis,Graceland,Boating,12,3620,5
26-30,Oregon,Eugene,Mount Pisgah,Boating,3,511,3
21-25,Tennessee,Nashville,Grand Ole Opry,Museum,14,2413,4
26-30,Illinois,Springfield,Lincoln Home National Historic Site,Sightseeing,5,968,1
41-45,Colorado,Boulder,Boulder Creek Path,Sightseeing,8,1488,5
51-55,Nevada,Las Vegas,The Strip,Visit Historical Sites,14,3737,4
56-60,New York,Buffalo,Buffalo Zoo,Theme Parks,8,1808,3
26-30,Illinois,Springfield,Lincoln Home National Historic Site,Theme Parks,4,621,4
31-35,California,San Francisco,Golden Gate Bridge,Theme Parks,4,774,3
21-25,Illinois,Chicago,Millennium Park,Museum,6,971,1
36-40,New York,New York City,Central Park,Boating,12,2712,2
51-55,Washington,Seattle,Pike Place Market,Sightseeing,14,2689,2
46-50,Oregon,Eugene,Mount Pisgah,Boating,7,1772,3
26-30,Tennessee,Nashville,Grand Ole Opry,Visit Historical Sites,4,631,1
21-25,Tennessee,Nashville,Grand Ole Opry,Museum,5,676,3
46-50,Arizona,Phoenix,Desert Botanical Garden,Theme Parks,5,922,2
56-60,Tennessee,Nashville,Grand Ole Opry,Boating,14,3692,1
56-60,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Hiking,14,3714,1
41-45,Michigan,Ann Arbor,University of Michigan,Museum,2,353,2
36-40,Michigan,Ann Arbor,University of Michigan,Visit Historical Sites,2,444,4
31-35,Colorado,Denver,Rocky Mountain National Park,Visit Historical Sites,7,1377,1
31-35,Tennessee,Nashville,Grand Ole Opry,Visit Historical Sites,11,2154,5
36-40,Massachusetts,Cambridge,Harvard University,Theme Parks,10,1861,1
46-50,Massachusetts,Cambridge,Harvard University,Boating,6,1480,4
66-70,Florida,Miami,Everglades,Museum,8,2435,2
46-50,Michigan,Ann Arbor,University of Michigan,Museum,9,2215,3
21-25,Iowa,Des Moines,Iowa State Capitol,Theme Parks,3,384,4
26-30,Nevada,Reno,Lake Tahoe,Theme Parks,12,2361,2
36-40,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,3,572,2
31-35,California,San Francisco,Golden Gate Bridge,Visit Historical Sites,3,574,5
61-65,Massachusetts,Cambridge,Harvard University,Sightseeing,9,2241,3
21-25,New York,Buffalo,Buffalo Zoo,Theme Parks,8,1317,1
46-50,Arizona,Phoenix,Desert Botanical Garden,Sightseeing,5,1049,1
21-25,New Mexico,Santa Fe,Santa Fe Plaza,Theme Parks,1,165,4
51-55,Michigan,Ann Arbor,University of Michigan,Boating,5,1185,3
26-30,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,7,1115,5
36-40,Indiana,Indianapolis,Indianapolis Motor Speedway,Visit Historical Sites,7,1558,2
31-35,Texas,Austin,Zilker Metropolitan Park,Theme Parks,11,1716,4
61-65,Tennessee,Nashville,Grand Ole Opry,Sightseeing,5,1605,2
41-45,Oregon,Eugene,Mount Pisgah,Hiking,3,559,3
21-25,Indiana,Bloomington,Monroe Lake,Hiking,12,1890,1
66-70,Michigan,Ann Arbor,University of Michigan,Boating,3,697,1
31-35,Nebraska,Omaha,Henry Doorly Zoo,Museum,1,195,3
51-55,California,San Diego,Balboa Park,Museum,8,1694,1
46-50,Illinois,Springfield,Lincoln Home National Historic Site,Sightseeing,6,1163,1
26-30,Arizona,Grand Canyon Village,Grand Canyon,Museum,11,1843,2
41-45,Colorado,Denver,Rocky Mountain National Park,Visit Historical Sites,4,904,1
36-40,Colorado,Boulder,Boulder Creek Path,Museum,5,1157,1
26-30,New York,New York City,Empire State Building,Theme Parks,12,1664,3
56-60,Texas,Austin,The State Capitol,Sightseeing,11,2298,5
51-55,Massachusetts,Cambridge,Harvard University,Museum,10,2868,4
36-40,Colorado,Boulder,Boulder Creek Path,Visit Historical Sites,5,834,2
66-70,California,San Diego,San Diego Zoo,Sightseeing,11,2518,2
21-25,Nebraska,Omaha,Henry Doorly Zoo,Theme Parks,10,1287,1
31-35,Tennessee,Nashville,Grand Ole Opry,Sightseeing,11,1683,5
36-40,New Mexico,Albuquerque,Sandia Peak Tramway,Visit Historical Sites,2,389,3
46-50,Oregon,Eugene,Mount Pisgah,Boating,9,2188,4
31-35,Nevada,Reno,Lake Tahoe,Boating,7,1182,5
51-55,Illinois,Chicago,Willis Tower,Museum,2,425,5
46-50,Oregon,Eugene,Mount Pisgah,Theme Parks,14,2798,5
26-30,New Mexico,Albuquerque,Sandia Peak Tramway,Sightseeing,6,1018,1
31-35,California,San Diego,Balboa Park,Boating,9,1384,1
21-25,Massachusetts,Cambridge,Harvard University,Theme Parks,6,902,4
56-60,Nevada,Reno,Lake Tahoe,Theme Parks,11,2963,1
66-70,Illinois,Springfield,Lincoln Home National Historic Site,Boating,8,2649,1
46-50,Nebraska,Omaha,Henry Doorly Zoo,Hiking,6,1429,2
26-30,Tennessee,Memphis,Graceland,Sightseeing,12,2070,2
61-65,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Hiking,6,1613,1
41-45,Massachusetts,Cambridge,Harvard University,Visit Historical Sites,11,2672,5
26-30,Florida,Miami,Everglades,Sightseeing,14,2363,1
46-50,Nebraska,Lincoln,Sunken Gardens,Museum,4,924,3
21-25,Nevada,Reno,Lake Tahoe,Museum,1,137,4
51-55,Florida,Orlando,Universal Studios,Hiking,7,1839,1
66-70,Iowa,Des Moines,Iowa State Capitol,Sightseeing,1,322,5
36-40,Nebraska,Omaha,Henry Doorly Zoo,Theme Parks,6,1236,2
36-40,Iowa,Des Moines,Iowa State Capitol,Visit Historical Sites,7,1435,1
21-25,Oregon,Portland,Portland Japanese Garden,Boating,5,822,3
66-70,New York,Buffalo,Niagara Falls,Museum,8,2393,3
31-35,Arizona,Grand Canyon Village,Grand Canyon,Sightseeing,3,556,1
51-55,New Mexico,Albuquerque,Sandia Peak Tramway,Hiking,11,3097,4
41-45,Tennessee,Nashville,Grand Ole Opry,Theme Parks,8,1811,5
31-35,Iowa,Des Moines,Iowa State Capitol,Theme Parks,2,418,3
56-60,Massachusetts,Cambridge,Harvard University,Hiking,14,4261,1
56-60,Nevada,Las Vegas,Red Rock Canyon,Visit Historical Sites,11,3310,1
26-30,Colorado,Denver,Rocky Mountain National Park,Visit Historical Sites,5,860,5
46-50,Oregon,Eugene,Mount Pisgah,Sightseeing,8,1888,5
31-35,Illinois,Springfield,Lincoln Home National Historic Site,Museum,11,2127,3
56-60,Michigan,Ann Arbor,University of Michigan,Boating,3,865,3
36-40,New York,Buffalo,Niagara Falls,Museum,8,1295,4
56-60,Texas,Dallas,The Sixth Floor Museum,Theme Parks,13,3905,4
41-45,Massachusetts,Boston,Fenway Park,Sightseeing,7,1371,2
66-70,Michigan,Detroit,The Detroit Institute of Arts,Museum,2,495,2
41-45,California,San Diego,San Diego Zoo,Theme Parks,11,2494,1
41-45,Michigan,Detroit,The Detroit Institute of Arts,Theme Parks,6,1355,2
36-40,California,San Diego,San Diego Zoo,Theme Parks,11,1916,2
66-70,Colorado,Denver,Rocky Mountain National Park,Theme Parks,2,459,4
51-55,New York,Buffalo,Buffalo Zoo,Theme Parks,13,3492,2
61-65,Tennessee,Memphis,Graceland,Hiking,7,2082,2
66-70,Iowa,Des Moines,Iowa State Capitol,Museum,13,3707,1
61-65,Indiana,Bloomington,Monroe Lake,Hiking,9,2510,3
21-25,Nebraska,Lincoln,Sunken Gardens,Museum,13,1601,1
61-65,Illinois,Chicago,Willis Tower,Visit Historical Sites,8,2442,1
36-40,Oregon,Eugene,Mount Pisgah,Museum,13,2612,2
66-70,Michigan,Ann Arbor,University of Michigan,Sightseeing,9,2661,3
21-25,Massachusetts,Boston,Freedom Trail,Theme Parks,13,1600,2
21-25,Florida,Orlando,Walt Disney World,Hiking,12,1702,3
21-25,Washington,Seattle,Space Needle,Sightseeing,12,1444,4
56-60,Arizona,Phoenix,Desert Botanical Garden,Theme Parks,5,1507,2
61-65,New York,Buffalo,Buffalo Zoo,Sightseeing,10,2543,4
41-45,Indiana,Bloomington,Monroe Lake,Boating,5,1152,3
31-35,Michigan,Detroit,The Detroit Institute of Arts,Boating,6,1156,5
26-30,Colorado,Boulder,Boulder Creek Path,Hiking,10,1557,1
31-35,Washington,Spokane,Manito Park,Visit Historical Sites,2,421,5
26-30,New York,New York City,Empire State Building,Museum,3,443,5
51-55,Indiana,Indianapolis,Indianapolis Motor Speedway,Boating,1,245,1
41-45,Florida,Miami,Everglades,Sightseeing,9,1919,4
31-35,New Mexico,Albuquerque,Sandia Peak Tramway,Visit Historical Sites,12,1810,4
61-65,New Mexico,Albuquerque,Sandia Peak Tramway,Boating,4,1101,2
36-40,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Theme Parks,12,1963,5
56-60,Massachusetts,Boston,Fenway Park,Boating,11,2878,5
66-70,Florida,Miami,Everglades,Theme Parks,11,3476,1
51-55,Texas,Dallas,The Sixth Floor Museum,Hiking,13,3224,5
36-40,Michigan,Detroit,The Detroit Institute of Arts,Theme Parks,4,878,2
56-60,Massachusetts,Boston,Fenway Park,Sightseeing,10,2107,2
61-65,Michigan,Ann Arbor,University of Michigan,Museum,2,617,5
51-55,Florida,Orlando,Universal Studios,Museum,4,1121,5
56-60,Washington,Seattle,Space Needle,Museum,14,2904,1
26-30,Nevada,Reno,Lake Tahoe,Visit Historical Sites,11,1900,5
51-55,Illinois,Springfield,Lincoln Home National Historic Site,Visit Historical Sites,13,2594,2
36-40,Indiana,Bloomington,Monroe Lake,Theme Parks,1,173,4
56-60,Michigan,Detroit,The Detroit Institute of Arts,Visit Historical Sites,4,991,3
21-25,Iowa,Des Moines,Iowa State Capitol,Sightseeing,11,1796,2
56-60,Washington,Seattle,Space Needle,Visit Historical Sites,12,3151,3
36-40,Tennessee,Memphis,Graceland,Boating,8,1563,3
51-55,New York,New York City,Central Park,Boating,12,2676,1
31-35,Indiana,Bloomington,Monroe Lake,Sightseeing,14,2821,2
46-50,Tennessee,Memphis,Graceland,Visit Historical Sites,11,2426,2
46-50,California,San Francisco,Golden Gate Bridge,Hiking,14,3746,3
46-50,Arizona,Grand Canyon Village,Grand Canyon,Theme Parks,14,2966,5
61-65,Michigan,Ann Arbor,University of Michigan,Visit Historical Sites,4,1112,4
41-45,Arizona,Grand Canyon Village,Grand Canyon,Theme Parks,3,631,4
66-70,Florida,Orlando,Universal Studios,Boating,10,2908,3
21-25,Massachusetts,Boston,Fenway Park,Hiking,12,1702,5
36-40,Nebraska,Lincoln,Sunken Gardens,Sightseeing,5,883,4
31-35,Nebraska,Omaha,Henry Doorly Zoo,Theme Parks,9,1770,2
41-45,New York,New York City,Central Park,Museum,12,2745,5
61-65,New York,New York City,Central Park,Sightseeing,9,2894,1
21-25,Tennessee,Nashville,Grand Ole Opry,Theme Parks,7,858,4
36-40,Iowa,Des Moines,Iowa State Capitol,Visit Historical Sites,7,1183,1
26-30,Illinois,Springfield,Lincoln Home National Historic Site,Museum,10,1375,3
51-55,Iowa,Des Moines,Iowa State Capitol,Boating,8,1673,2
51-55,Nebraska,Lincoln,Sunken Gardens,Sightseeing,3,606,1
61-65,Nevada,Las Vegas,Red Rock Canyon,Boating,9,2244,4
31-35,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Boating,1,205,2
41-45,Iowa,Des Moines,Iowa State Capitol,Hiking,1,251,5
21-25,Arizona,Phoenix,Desert Botanical Garden,Sightseeing,7,1135,4
21-25,Colorado,Denver,Rocky Mountain National Park,Visit Historical Sites,2,320,1
61-65,Oregon,Eugene,Mount Pisgah,Sightseeing,9,2079,5
46-50,Indiana,Bloomington,Monroe Lake,Theme Parks,3,735,2
66-70,Iowa,Des Moines,Iowa State Capitol,Museum,13,3786,1
36-40,New York,New York City,Empire State Building,Hiking,13,2743,5
41-45,Florida,Miami,Miami Beach,Museum,5,1139,1
21-25,Nebraska,Lincoln,Sunken Gardens,Theme Parks,2,338,1
61-65,Colorado,Boulder,Boulder Creek Path,Museum,4,1243,4
36-40,Illinois,Springfield,Lincoln Home National Historic Site,Visit Historical Sites,4,842,1
41-45,Nevada,Reno,Lake Tahoe,Boating,7,1708,5
51-55,Colorado,Boulder,Boulder Creek Path,Museum,9,2011,5
21-25,Washington,Spokane,Manito Park,Hiking,6,754,2
51-55,Arizona,Phoenix,Desert Botanical Garden,Sightseeing,11,2626,4
36-40,Iowa,Des Moines,Iowa State Capitol,Hiking,12,2420,1
31-35,Washington,Seattle,Pike Place Market,Hiking,2,387,3
51-55,New Mexico,Albuquerque,Sandia Peak Tramway,Visit Historical Sites,3,653,2
41-45,Arizona,Phoenix,Desert Botanical Garden,Museum,3,652,4
56-60,New York,Buffalo,Niagara Falls,Hiking,7,1600,3
41-45,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,8,1875,3
41-45,Nebraska,Omaha,Henry Doorly Zoo,Museum,8,1591,2
31-35,New Mexico,Albuquerque,Sandia Peak Tramway,Theme Parks,9,1666,1
41-45,Iowa,Des Moines,Iowa State Capitol,Theme Parks,9,1766,5
36-40,Texas,Houston,Houston Zoo,Hiking,12,2534,5
56-60,Michigan,Ann Arbor,University of Michigan,Theme Parks,4,864,1
66-70,Massachusetts,Boston,Fenway Park,Boating,3,1000,3
66-70,Tennessee,Memphis,Graceland,Sightseeing,3,867,1
26-30,California,Los Angeles,Hollywood,Visit Historical Sites,2,329,5
21-25,Texas,Dallas,The Sixth Floor Museum,Sightseeing,4,627,5
41-45,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,2,470,5
46-50,New Mexico,Santa Fe,Santa Fe Plaza,Hiking,7,1297,4
21-25,Arizona,Phoenix,Desert Botanical Garden,Visit Historical Sites,9,1214,4
26-30,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Visit Historical Sites,4,557,2
31-35,Colorado,Boulder,Boulder Creek Path,Visit Historical Sites,14,2109,5
66-70,New Mexico,Santa Fe,Santa Fe Plaza,Visit Historical Sites,1,235,2
41-45,Illinois,Springfield,Lincoln Home National Historic Site,Visit Historical Sites,12,2794,3
26-30,Nevada,Reno,Lake Tahoe,Visit Historical Sites,4,532,2
31-35,Oregon,Eugene,Mount Pisgah,Museum,14,2588,5
66-70,Nevada,Las Vegas,Red Rock Canyon,Sightseeing,14,3568,3
51-55,Nebraska,Omaha,Henry Doorly Zoo,Boating,13,3125,1
41-45,Colorado,Boulder,Boulder Creek Path,Museum,1,251,3
41-45,Massachusetts,Cambridge,Harvard University,Boating,11,2140,1
51-55,Iowa,Des Moines,Iowa State Capitol,Visit Historical Sites,2,411,3
56-60,Massachusetts,Cambridge,Harvard University,Boating,5,1526,3
41-45,Nebraska,Lincoln,Sunken Gardens,Theme Parks,1,185,3
51-55,Massachusetts,Cambridge,Harvard University,Boating,2,540,1
56-60,Illinois,Chicago,Willis Tower,Boating,13,3686,5
21-25,California,San Diego,Balboa Park,Visit Historical Sites,1,175,1
51-55,New Mexico,Santa Fe,Santa Fe Plaza,Visit Historical Sites,1,285,2
46-50,Florida,Miami,Everglades,Theme Parks,2,533,4
56-60,Florida,Orlando,Universal Studios,Theme Parks,9,2685,4
56-60,Michigan,Ann Arbor,University of Michigan,Theme Parks,14,3368,3
